id,external_id,name,name_short_display,description,website,is_organic,status,street_address,locality,region,postal_code,phone,latitude,longitude,is_closed,is_primary,open_to_public,location_type,location_type_display,country_iso_code,update_date,create_date,created_at,updated_at
1706,REDaIN,Stoudts Brewery,Stoudts,"Over 26 years, Stoudts Brewing Company has grown and evolved from a small brewery with limited draught distribution, to a packaging regional microbrewery with distribution in 17 different states, producing over 10,000 barrels a year. Even with the growth over the years, one thing has always remained constant, and that is the attention to detail that goes into every batch of handcrafted beer that is traditionally brewed, packaged and sold with passion by our small team of hardworking dedicated employees. A tradition that was started by Ed and Carol Stoudt who both continue to spread the gospel of craft beer!",http://www.stoudtsbeer.com/,N,verified,2800 North Reading Road,Adamstown,Pennsylvania,19501,(717) 484-4386,40.2422441,-76.0540026,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1707,bRKIdZ,Sudwerk,Sudwerk,"Sudwerk brews and bottles Swiss Beer in Zürich Oberland. Unlike others that brew “Pale Ale Style” Our beer is brewed on an Authentic British Pale Ale Brew House using the finest English Pale Ale Malt, American Hops and Yeast. I have been brewing American Pale Ales since 1982, back in the days when I brewed 20 Liters at a time as a homebrewer. Today I brew 2000 Liters at a time (more friends then back then). I grew up in Northern California during the Microbrewery Revolution and you will taste that in my beers. Of course I never pasteurize our beers or add anything artificial. Trust me when I say, Beer coming from Pfäffikon to your dinner table will taste fresher than beer brought in a container traveling 2 months over the ocean. Don’t just take our word for it, Biergenuss Magazine calls us “The Rothschild of Beer”. Thanks to all of you for making Western Rider the number one selling Pale Ale in Switzerland. Unlike many other brands, we are not brewed in Germany or in another Kanton and then sold as a “Local” or “Swiss Beer”. We are also not a big beer factory, owned by a European neighbor. With every Sudwerk Beer, you are enjoying an Authentic Pale Ale produced here in Switzerland, by a family owned and operated “Kleinbrauerei”/Microbrewery. With every Sudwerk Beer, you enjoy the true meaning of Swiss Quality and the results of good old fashioned hard work. You can find us in larger COOP Stores in the German and French speaking parts of Switzerland, on the Bahnhofstrasse in Jelmoli, Rio Getränke, Drinks of the World as well as in over 100 Restaurants and Hotels. In Zürich, we are distributed by Heineken Distribution, Intercomestibles AG and Schatt Getränke. Quality without compromise. If you are ever in the neighborhood, come by and visit us! And do follow us on Twitter and Facebook.",http://sudwerk.ch,N,verified,Speckstrasse 3,Pfäffikon,"",8330,044 / 950 99 00,47.3706565,8.7707639,N,Y,Y,micro,Micro Brewery,CH,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1708,XCCsTQ,Andwells Brewery,Andwells,"Andwell Brewing Company is a true family business, run by Adam Komrower and his wife, Helen. Andwell’s brewed its first beer in October 2008. Since then, Andwell’s has established a reputation for consistently producing beers of the highest quality Andwell's run guided Brewery Tours where you can discover some of the secrets of brewing, touch and taste the floor-malted hand-raked barley, take in the sweet aroma of hops and sample some of Hampshire’s finest beers.",http://www.andwells.com/,N,verified,Andwell,Hook,Hampshire,RG27 9PA,01256 761044,51.268524,-1.013585,N,Y,Y,micro,Micro Brewery,GB,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1709,NAXtSo,Mother Road Brewing Company,Mother Road,"Driving on a dark stretch of two lane road, founders Michael and Alissa Marquess were pondering how to better live their creed of ‘finding joy in the adventure’. They came up with a plan that brought together their passions of craft beer, travel, Arizona and the enjoyment of life;they decided to create a brewery. We hand craft each of our beers along Route 66 in Flagstaff in a 1920s era building with a small staff. We found craft beer, where does your road lead?",http://motherroadbeer.com/,N,verified,7 South Mikes Pike,Flagstaff,Arizona,86001,928-774-9139,35.19694,-111.6520528,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1710,k8SEYZ,Tempo,Tempo,"",http://www.tempo.co.il/,N,verified,2 גיבורי ישראל,נתניה,"","","",32.2743862,34.8573642,N,Y,Y,micro,Micro Brewery,IL,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1711,u2ik6i,Hoster Brewing Company,Hoster,"",http://hosterbeer.com/,N,verified,760 Harmon Ave.,Columbus,Ohio,43223,614-221-3808,39.944867,-83.01577,Y,Y,N,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1712,B2OFnl,Paducah Beer Werks,Paducah Beer Werks,"Located in the Old Greyhound bus stations. PBW offers 4 Main beers with seasonal additions along with brick oven pizza, wings and sandwiches.",http://Paducahbeerwerks.com,N,verified,301 N. 4th Street,Paducah,Kentucky,"","",37.0889206,-88.5997206,N,Y,Y,brewpub,Brewpub,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1713,6wohdy,Mustang Brewing Company,Mustang,"Mustang Brewing Company was created to makes great, easy-drinking, craft beers. Headquartered in Oklahoma City, OK, our award-winning line-up includes Washita Wheat, Sixty-Six, Golden Ale, Thirty-Three, Harvest Lager, and more. For details, please visit www.mustangbrewing.com.",http://www.mustangbrewing.com/,N,verified,"",Oklahoma City,Oklahoma,73107,405-943-0100,35.472865,-97.600469,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1714,kApsdV,Two Birds Brewing,Two Birds,"Two Birds Brewing was hatched in 2011, and is the culmination of a couple of friends who had a vision to balance the enjoyment of the finer things in life, with both work and play. They have set out in a small flock of two to make flavoursome, interesting and approachable beers and share their passion with others.",http://twobirdsbrewing.com.au/,N,verified,"",Yarraville,Victoria,3013,0410 591 181,-37.819811,144.8813738,N,Y,Y,office,Office,AU,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1715,MNe05B,Ghost River Brewing,Ghost River,"In 1887, Memphis first tapped the now famous Memphis Sands Aquifer. Recharged by the Ghost River's fragile wetlands, the aquifer has supplied Memphis with a steady and consistent supply of excellent drinking water ever since. Ghost River Brewing knows that ""great water makes great beer."" And some of the greatest drinking water on earth is available right here in west Tennessee. Brewing locally guarantees that every handcrafted, full-flavored Ghost River Ale is the freshest beer available . . . and when it comes to flavor, freshness means everything! Ghost River Brewing supports the Wolf River Conservancy by donating a portion of the proceeds of every barrel sold. Help Ghost River Brewing and the Wolf River Conservancy protect our local, natural resources and the quality of our famous drinking water",http://www.ghostriverbrewing.com/,N,verified,827 S. Main Street,Memphis,Tennessee,38106,901-278-0087,35.124958,-90.059515,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1716,f35hQR,Spoetzl Brewery,Spoetzl,"Spoetzl was founded in 1909, and claims to be the oldest independent brewery in Texas. A group of businessmen incorporated Shiner Brewing Association and placed Herman Weiss in as the company's first brewmaster. In 1914 a German immigrant brewer named Kosmas (or Kosmos) Spoetzl co-leased with Oswald Petzold with an option to buy in 1915. Spoetzl had attended brewmaster's school and apprenticed for three years in Germany, worked for eight years at the Pyramids Brewery in Cairo, Egypt, and then worked in Canada. He moved to San Antonio in search of a better climate for his health, bringing with him a family recipe for a Bavarian beer made from malted barley and hops.",http://www.shiner.com/,N,verified,603 East Brewery Street,Shiner,Texas,77984,800-574-4637,29.434494,-97.166729,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1717,DPLTAJ,Terrapin Beer Company,Terrapin,"Terrapin Beer Company was born when two brewers met while working together at a microbrewery in Atlanta. Looking around at what other breweries in the SE were doing, Spike and John felt they could make a contribution. Realizing that anyone could make just another pale ale, brown ale or stout, Spike and John set their sights on crafting beers unlike any that were currently available in the SE. Terrapin introduced its first beer, the Rye Pale Ale in April of 2002. Six months later while only available on draft in Athens, Terrapin’s sole offering won the American Pale Ale Gold Medal at the 2002 Great American Beer Festival. Only six months old, Terrapin had arrived in style!",http://www.terrapinbeer.com/,N,verified,265 Newton Bridge Road,Athens,Georgia,30606,888-557-2337,33.9804178,-83.3956826,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1718,wtU6qB,Triple C Brewing Company,Triple C,"In October 2011 Triple C Brewing Company incorporated and our beer dreams started coming true. Triple C are Chris, Chris, and Christina. Chris and Chris met while working at a local bank and quickly realized we weren't cut out for banking and dreamed of owning our own business. While home brewing late one evening, the three Cs had a crazy idea to start a brewery. All of our hard work is finally paying off and we anticipate an early summer 2012 opening of our South End microbrewery! We can't wait to share our beer with Charlotte and beyond and look forward welcoming everyone to our spacious tap room very soon.",http://triplecbrewing.com/,N,verified,2900 Griffith St.,Charlotte,North Carolina,28203,704-372-3212,35.200972,-80.869119,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1719,VLwX03,Roc Brewing Company,Roc,"When Roc Brewing Co. began in the crisp cellaring walls of a suburban Rochester basement, they never imaged the future that was set forward. The ever infectious brewing bug had bitten both homebrewers Jonathan Mervine and Chris Spinelli. From the time the yeast was pitched it was unanimous this was their future. Joined by the emboldened encouragement of Chris’ mom and third partner Patty Spinelli, she was hooked by first sip. The new family began their many trials and tribulations of brewing, three tier law, legalese and to much to their chagrin ROC Brewing Co. was founded.",http://rocbrewingco.com/,N,verified,56 S. Union Street,Rochester,New York,14607,585-734-2567,43.153291,-77.597342,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1720,ocqOOM,Black Sheep Brewery,Black Sheep,Since 1992 Black Sheep Brewery has been brewing fantastic beers in the heart of the Yorkshire Dales.,http://www.blacksheepbrewery.com/,N,verified,Wellgarth,Ripon,North Yorkshire,"",44-(01765)-689227,54.136795,-1.523579,N,Y,Y,micro,Micro Brewery,GB,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1721,YaYvu6,Southern Hops Brewing Company,Southern Hops,"We are a locally owned and operated brew pub in Florence, S.C.. Our focus is to use local products, promote local bands and give people in Florence a place to call their own. So if your a local this place is for you. If your from out of town come in and see exactly what Florence has to offer. Southern Hops offers handcrafted beer accompanied by great food and live music, as well as a level of service that defines southern hospitality.",http://southernhops.com/,N,verified,911 S Sunset Acres Ln,Florence,South Carolina,29501,843-260-2856,34.1748577,-79.8321204,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1722,v4PaPH,Soo Brewing Co.,Soo,"It is the mission of Soo Brewing Company to produce beer that the people of Sault Ste. Marie can be proud of – beer that meets and exceeds the highest standard, our own. Our products will be unique and innovative, yet hold true to the old-world brewing traditions of our ancestors. The product will be affordable, allowing everyday people the opportunity to enjoy great hand-crafted beer. The profits made by Soo Brewing Company will be put back into the community whenever possible. Employees of Soo Brewing Company will be treated like family, paid a livable wage and given the opportunity to advance through hard work. All employees will be fully knowledgeable about the product, the process and culture of beer and will treat customers as they would guests in their own home. Soo Brewing Company will strive to promote beer culture and responsible enjoyment of the product, and will be relentless in our effort to improve the quality of the product and the efficiency by which it is produced. Soo Brewing Company will be a shining example of corporate ethics and social responsibility, and above all, enjoy what we do every day.",http://www.soobrew.com/,N,verified,223 W Portage Ave,Sault Ste. Marie,Michigan,49783,(906) 632-4400,46.500798,-84.347747,N,Y,Y,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
1723,iTdcPm,Arvada Beer Company,Arvada,"Arvada Beer Company is located in Olde Town Arvada, CO. Arvada Beer Company is the first Micro Brewery in the city of Arvada. Arvada Beer Company is considered a “micro-brewery”, which produces beer that is wholesaled to pubs, taverns and restaurants in the city of Arvada, throughout Jefferson County, and to the broader regional market. Our tasting room allows you to view the operation of the brewery, purchase beer by the glass, growlers and kegs of beer to go, and retail items such as T-shirts and glassware with our logo. Arvada Beer Company is different than most microbreweries due to our large tasting room. We have approximately 150 seats. We have 14 taps that allow us to have specialty beers as well as our flagship beers on tap at all times. Arvada Beer Company produces beer with a 7-barrel, stainless steel brewing plant.",http://www.arvadabeer.com/,N,verified,5600 Olde Wadsworth Blvd,Arvada,Colorado,80002,(303) 467-2337,39.7993081,-105.0812513,Y,Y,N,micro,Micro Brewery,US,,,2017-09-24 00:25:25 UTC,2017-09-24 00:25:25 UTC
